period_type,as_of_date,score,metric_count,source,previous_score,change
month,2016-06-21 00:00:00,1.1832953,,historical_city_aggregate,1.241519,-0.0582237000000001
month,2016-06-22 00:00:00,1.1698861,,historical_city_aggregate,1.1832953,-0.013409199999999899
month,2016-06-23 00:00:00,1.1690778,,historical_city_aggregate,1.1698861,-0.000808300000000095
month,2016-06-24 00:00:00,1.1435588,,historical_city_aggregate,1.1690778,-0.025518999999999847
month,2016-06-27 00:00:00,1.1432814,,historical_city_aggregate,1.1435588,-0.00027740000000009424
month,2016-06-28 00:00:00,1.1306949,,historical_city_aggregate,1.1432814,-0.012586500000000056
month,2016-06-29 00:00:00,1.1346632,,historical_city_aggregate,1.1306949,0.003968300000000147
month,2016-06-30 00:00:00,1.1814739,,historical_city_aggregate,1.1346632,0.04681069999999998
month,2016-07-01 00:00:00,1.1894346,,historical_city_aggregate,1.1814739,0.007960699999999932
month,2016-07-04 00:00:00,1.238465,,historical_city_aggregate,1.1894346,0.04903039999999992
month,2016-07-05 00:00:00,1.2781048,,historical_city_aggregate,1.238465,0.0396398
month,2016-07-06 00:00:00,1.2872718,,historical_city_aggregate,1.2781048,0.009167000000000147
month,2016-07-07 00:00:00,1.2786028,,historical_city_aggregate,1.2872718,-0.008669000000000038
month,2016-07-08 00:00:00,1.2851799,,historical_city_aggregate,1.2786028,0.006577099999999891
month,2016-07-11 00:00:00,1.3003077,,historical_city_aggregate,1.2851799,0.015127800000000136
month,2016-07-12 00:00:00,1.2619467,,historical_city_aggregate,1.3003077,-0.03836100000000009
month,2016-07-13 00:00:00,1.2644866,,historical_city_aggregate,1.2619467,0.0025398999999999283
month,2016-07-14 00:00:00,1.2657377,,historical_city_aggregate,1.2644866,0.0012511000000001715
month,2016-07-15 00:00:00,1.2704922,,historical_city_aggregate,1.2657377,0.004754499999999995
month,2016-07-18 00:00:00,1.3085324,,historical_city_aggregate,1.2704922,0.03804019999999997
month,2016-07-19 00:00:00,1.5070898,,historical_city_aggregate,1.3085324,0.19855739999999988
month,2016-07-20 00:00:00,1.5235102,,historical_city_aggregate,1.5070898,0.016420400000000113
month,2016-07-21 00:00:00,1.5457218,,historical_city_aggregate,1.5235102,0.022211599999999887
month,2016-07-22 00:00:00,1.5308296,,historical_city_aggregate,1.5457218,-0.014892200000000022
month,2016-07-25 00:00:00,1.9613022,,historical_city_aggregate,1.5308296,0.4304726000000001
month,2016-07-26 00:00:00,1.9653406,,historical_city_aggregate,1.9613022,0.0040383999999999975
month,2016-07-27 00:00:00,1.97856,,historical_city_aggregate,1.9653406,0.013219400000000103
month,2016-07-28 00:00:00,1.9524037,,historical_city_aggregate,1.97856,-0.02615630000000002
month,2016-07-29 00:00:00,2.0130351,,historical_city_aggregate,1.9524037,0.06063140000000011
month,2016-08-01 00:00:00,1.8222348,,historical_city_aggregate,2.0130351,-0.19080030000000026
month,2016-08-02 00:00:00,1.8266176,,historical_city_aggregate,1.8222348,0.004382800000000131
month,2016-08-03 00:00:00,1.8279159,,historical_city_aggregate,1.8266176,0.0012982999999999745
month,2016-08-04 00:00:00,1.7559173,,historical_city_aggregate,1.8279159,-0.07199860000000013
month,2016-08-05 00:00:00,1.751823,,historical_city_aggregate,1.7559173,-0.004094299999999995
month,2016-08-08 00:00:00,1.7538388,,historical_city_aggregate,1.751823,0.002015800000000123
month,2016-08-09 00:00:00,1.1436079,,historical_city_aggregate,1.7538388,-0.6102309000000001
month,2016-08-10 00:00:00,1.144802,,historical_city_aggregate,1.1436079,0.0011941000000001978
month,2016-08-11 00:00:00,1.1369698,,historical_city_aggregate,1.144802,-0.007832200000000178
month,2016-08-12 00:00:00,1.1374506,,historical_city_aggregate,1.1369698,0.00048080000000005896
month,2016-08-15 00:00:00,1.6912139,,historical_city_aggregate,1.1374506,0.5537633
month,2016-08-16 00:00:00,2.0701203,,historical_city_aggregate,1.6912139,0.3789064000000002
month,2016-08-17 00:00:00,2.0822834,,historical_city_aggregate,2.0701203,0.012163099999999982
month,2016-08-18 00:00:00,2.0842584,,historical_city_aggregate,2.0822834,0.001974999999999838
month,2016-08-19 00:00:00,2.0853486,,historical_city_aggregate,2.0842584,0.0010902000000001522
month,2016-08-22 00:00:00,1.9993338,,historical_city_aggregate,2.0853486,-0.08601480000000006
month,2016-08-23 00:00:00,1.3849149,,historical_city_aggregate,1.9993338,-0.6144189
month,2016-08-24 00:00:00,1.3912285,,historical_city_aggregate,1.3849149,0.006313599999999919
month,2016-08-25 00:00:00,1.3787651,,historical_city_aggregate,1.3912285,-0.012463399999999902
month,2016-08-26 00:00:00,1.3823366,,historical_city_aggregate,1.3787651,0.0035714999999998387
month,2016-08-29 00:00:00,1.3598509,,historical_city_aggregate,1.3823366,-0.02248569999999983
month,2016-08-30 00:00:00,1.2554056,,historical_city_aggregate,1.3598509,-0.10444530000000007
month,2016-08-31 00:00:00,1.2766749,,historical_city_aggregate,1.2554056,0.021269299999999935
month,2016-09-01 00:00:00,1.2702238,,historical_city_aggregate,1.2766749,-0.006451100000000043
month,2016-09-02 00:00:00,1.2593378,,historical_city_aggregate,1.2702238,-0.010885999999999951
month,2016-09-05 00:00:00,1.2785199,,historical_city_aggregate,1.2593378,0.01918210000000009
month,2016-09-06 00:00:00,1.2887402,,historical_city_aggregate,1.2785199,0.010220299999999849
month,2016-09-07 00:00:00,1.3017434,,historical_city_aggregate,1.2887402,0.013003200000000215
month,2016-09-08 00:00:00,1.3081587,,historical_city_aggregate,1.3017434,0.006415299999999791
month,2016-09-09 00:00:00,1.288945,,historical_city_aggregate,1.3081587,-0.01921369999999989
month,2016-09-12 00:00:00,1.2765556,,historical_city_aggregate,1.288945,-0.012389399999999995
month,2016-09-13 00:00:00,1.2217026,,historical_city_aggregate,1.2765556,-0.05485300000000004
month,2016-09-14 00:00:00,1.2252116,,historical_city_aggregate,1.2217026,0.0035089999999999844
month,2016-09-15 00:00:00,1.2272191,,historical_city_aggregate,1.2252116,0.00200749999999994
month,2016-09-16 00:00:00,1.238877,,historical_city_aggregate,1.2272191,0.01165790000000011
month,2016-09-19 00:00:00,1.2015474,,historical_city_aggregate,1.238877,-0.037329600000000074
month,2016-09-20 00:00:00,1.2159111,,historical_city_aggregate,1.2015474,0.01436370000000009
month,2016-09-21 00:00:00,1.2385288,,historical_city_aggregate,1.2159111,0.022617700000000074
month,2016-09-22 00:00:00,1.2762376,,historical_city_aggregate,1.2385288,0.037708799999999876
month,2016-09-23 00:00:00,1.2835444,,historical_city_aggregate,1.2762376,0.007306800000000058
month,2016-09-26 00:00:00,1.2592778,,historical_city_aggregate,1.2835444,-0.024266600000000027
month,2016-09-27 00:00:00,1.2648933,,historical_city_aggregate,1.2592778,0.0056154999999999955
month,2016-09-28 00:00:00,1.2777137,,historical_city_aggregate,1.2648933,0.012820400000000065
month,2016-09-29 00:00:00,1.2998279,,historical_city_aggregate,1.2777137,0.022114199999999862
month,2016-09-30 00:00:00,1.3106905,,historical_city_aggregate,1.2998279,0.010862600000000056
month,2016-10-03 00:00:00,1.2644002,,historical_city_aggregate,1.3106905,-0.046290299999999895
month,2016-10-04 00:00:00,1.2641685,,historical_city_aggregate,1.2644002,-0.00023170000000005686
month,2016-10-05 00:00:00,1.2614421,,historical_city_aggregate,1.2641685,-0.0027264000000000177
month,2016-10-06 00:00:00,1.2436865,,historical_city_aggregate,1.2614421,-0.017755600000000094
month,2016-10-07 00:00:00,1.2493599,,historical_city_aggregate,1.2436865,0.005673400000000051
month,2016-10-10 00:00:00,1.1863131,,historical_city_aggregate,1.2493599,-0.06304679999999996
month,2016-10-11 00:00:00,1.2002473,,historical_city_aggregate,1.1863131,0.013934200000000008
month,2016-10-12 00:00:00,1.18191,,historical_city_aggregate,1.2002473,-0.0183373
month,2016-10-13 00:00:00,1.1811268,,historical_city_aggregate,1.18191,-0.0007832000000000949
month,2016-10-14 00:00:00,1.1676087,,historical_city_aggregate,1.1811268,-0.013518099999999977
month,2016-10-17 00:00:00,1.1980298,,historical_city_aggregate,1.1676087,0.03042110000000009
month,2016-10-18 00:00:00,1.2375009,,historical_city_aggregate,1.1980298,0.03947109999999987
month,2016-10-19 00:00:00,1.2323774,,historical_city_aggregate,1.2375009,-0.0051234999999998365
month,2016-10-20 00:00:00,1.2253932,,historical_city_aggregate,1.2323774,-0.006984199999999996
month,2016-10-21 00:00:00,1.2438297,,historical_city_aggregate,1.2253932,0.018436499999999967
month,2016-10-24 00:00:00,1.2960025,,historical_city_aggregate,1.2438297,0.05217279999999991
month,2016-10-25 00:00:00,1.2612973,,historical_city_aggregate,1.2960025,-0.03470519999999988
month,2016-10-26 00:00:00,1.2546076,,historical_city_aggregate,1.2612973,-0.006689700000000132
month,2016-10-27 00:00:00,1.2462103,,historical_city_aggregate,1.2546076,-0.008397299999999941
month,2016-10-28 00:00:00,1.2281405,,historical_city_aggregate,1.2462103,-0.018069799999999914
month,2016-10-31 00:00:00,1.2071103,,historical_city_aggregate,1.2281405,-0.0210302
month,2016-11-01 00:00:00,1.200645,,historical_city_aggregate,1.2071103,-0.006465300000000118
month,2016-11-02 00:00:00,1.2091583,,historical_city_aggregate,1.200645,0.008513299999999946
month,2016-11-03 00:00:00,1.2115346,,historical_city_aggregate,1.2091583,0.002376300000000109
month,2016-11-04 00:00:00,1.210079,,historical_city_aggregate,1.2115346,-0.0014556000000001124
month,2016-11-07 00:00:00,1.2144183,,historical_city_aggregate,1.210079,0.004339300000000046
month,2016-11-08 00:00:00,1.2034893,,historical_city_aggregate,1.2144183,-0.010928999999999967
month,2016-11-09 00:00:00,1.2393997,,historical_city_aggregate,1.2034893,0.03591040000000012
month,2016-11-10 00:00:00,1.2338516,,historical_city_aggregate,1.2393997,-0.005548100000000167
month,2016-11-11 00:00:00,1.2338401,,historical_city_aggregate,1.2338516,-1.149999999983109e-05
month,2016-11-14 00:00:00,1.2303848,,historical_city_aggregate,1.2338401,-0.003455300000000161
month,2016-11-15 00:00:00,1.2064477,,historical_city_aggregate,1.2303848,-0.023937099999999933
month,2016-11-16 00:00:00,1.1939035,,historical_city_aggregate,1.2064477,-0.012544200000000005
month,2016-11-17 00:00:00,1.1855322,,historical_city_aggregate,1.1939035,-0.008371300000000081
month,2016-11-18 00:00:00,1.1731474,,historical_city_aggregate,1.1855322,-0.012384799999999974
month,2016-11-21 00:00:00,1.2057592,,historical_city_aggregate,1.1731474,0.03261179999999997
month,2016-11-22 00:00:00,1.2066734,,historical_city_aggregate,1.2057592,0.0009141999999999761
month,2016-11-23 00:00:00,1.1851687,,historical_city_aggregate,1.2066734,-0.021504699999999932
month,2016-11-24 00:00:00,1.2031668,,historical_city_aggregate,1.1851687,0.017998100000000017
month,2016-11-25 00:00:00,1.199668,,historical_city_aggregate,1.2031668,-0.003498800000000024
month,2016-11-28 00:00:00,1.2399473,,historical_city_aggregate,1.199668,0.04027930000000013
month,2016-11-29 00:00:00,1.2458062,,historical_city_aggregate,1.2399473,0.0058589
month,2016-11-30 00:00:00,1.276691,,historical_city_aggregate,1.2458062,0.030884799999999935
month,2016-12-01 00:00:00,1.263267,,historical_city_aggregate,1.276691,-0.013424000000000103
month,2016-12-02 00:00:00,1.2499555,,historical_city_aggregate,1.263267,-0.01331149999999992
month,2016-12-05 00:00:00,1.2122657,,historical_city_aggregate,1.2499555,-0.03768980000000011
month,2016-12-06 00:00:00,1.2772402,,historical_city_aggregate,1.2122657,0.06497450000000016
month,2016-12-07 00:00:00,1.2796806,,historical_city_aggregate,1.2772402,0.0024404000000000092
month,2016-12-08 00:00:00,1.2940615,,historical_city_aggregate,1.2796806,0.014380899999999919
month,2016-12-09 00:00:00,1.4143842,,historical_city_aggregate,1.2940615,0.1203227
month,2016-12-12 00:00:00,1.3987226,,historical_city_aggregate,1.4143842,-0.015661600000000053
month,2016-12-13 00:00:00,1.7370451,,historical_city_aggregate,1.3987226,0.3383225000000001
month,2016-12-14 00:00:00,1.3950776,,historical_city_aggregate,1.7370451,-0.3419675
month,2016-12-15 00:00:00,1.3953878,,historical_city_aggregate,1.3950776,0.0003101999999999272
month,2016-12-16 00:00:00,1.4040814,,historical_city_aggregate,1.3953878,0.008693599999999968
month,2016-12-19 00:00:00,1.449233,,historical_city_aggregate,1.4040814,0.04515160000000007
month,2016-12-20 00:00:00,1.4223799,,historical_city_aggregate,1.449233,-0.026853100000000074
month,2016-12-21 00:00:00,1.4238984,,historical_city_aggregate,1.4223799,0.0015184999999999782
month,2016-12-22 00:00:00,1.2985976,,historical_city_aggregate,1.4238984,-0.1253008
month,2016-12-23 00:00:00,1.2972665,,historical_city_aggregate,1.2985976,-0.0013310999999998074
month,2016-12-26 00:00:00,1.3107331,,historical_city_aggregate,1.2972665,0.013466599999999884
month,2016-12-27 00:00:00,1.3134839,,historical_city_aggregate,1.3107331,0.002750800000000053
month,2016-12-28 00:00:00,1.2897931,,historical_city_aggregate,1.3134839,-0.023690800000000012
month,2016-12-29 00:00:00,1.2269239,,historical_city_aggregate,1.2897931,-0.06286919999999996
month,2016-12-30 00:00:00,1.2479555,,historical_city_aggregate,1.2269239,0.021031599999999928
month,2017-01-02 00:00:00,1.2693128,,historical_city_aggregate,1.2479555,0.021357300000000023
month,2017-01-03 00:00:00,1.2858639,,historical_city_aggregate,1.2693128,0.01655110000000004
month,2017-01-04 00:00:00,1.2964832,,historical_city_aggregate,1.2858639,0.010619299999999887
month,2017-01-05 00:00:00,1.3463773,,historical_city_aggregate,1.2964832,0.04989410000000016
month,2017-01-06 00:00:00,1.3245184,,historical_city_aggregate,1.3463773,-0.021858900000000014
month,2017-01-09 00:00:00,1.2834982,,historical_city_aggregate,1.3245184,-0.04102020000000017
month,2017-01-10 00:00:00,1.2756152,,historical_city_aggregate,1.2834982,-0.007882999999999862
month,2017-01-11 00:00:00,1.2684417,,historical_city_aggregate,1.2756152,-0.007173500000000166
month,2017-01-12 00:00:00,1.2875963,,historical_city_aggregate,1.2684417,0.01915460000000002
month,2017-01-13 00:00:00,1.3395116,,historical_city_aggregate,1.2875963,0.05191530000000011
month,2017-01-16 00:00:00,1.4291943,,historical_city_aggregate,1.3395116,0.0896827
month,2017-01-17 00:00:00,1.4174827,,historical_city_aggregate,1.4291943,-0.011711599999999933
month,2017-01-18 00:00:00,1.3976468,,historical_city_aggregate,1.4174827,-0.01983590000000013
month,2017-01-19 00:00:00,1.3971838,,historical_city_aggregate,1.3976468,-0.0004629999999998802
month,2017-01-20 00:00:00,1.3927824,,historical_city_aggregate,1.3971838,-0.004401400000000111
month,2017-01-23 00:00:00,1.5526665,,historical_city_aggregate,1.3927824,0.15988409999999997
month,2017-01-24 00:00:00,1.4675009,,historical_city_aggregate,1.5526665,-0.08516559999999984
month,2017-01-25 00:00:00,1.5549094,,historical_city_aggregate,1.4675009,0.0874085
month,2017-01-26 00:00:00,1.5598632,,historical_city_aggregate,1.5549094,0.004953799999999786
month,2017-01-27 00:00:00,1.5621485,,historical_city_aggregate,1.5598632,0.0022853000000000456
month,2017-01-30 00:00:00,1.6007008,,historical_city_aggregate,1.5621485,0.038552300000000095
month,2017-01-31 00:00:00,1.5964478,,historical_city_aggregate,1.6007008,-0.004253000000000062
month,2017-02-01 00:00:00,1.5851818,,historical_city_aggregate,1.5964478,-0.011265999999999998
month,2017-02-02 00:00:00,1.5645871,,historical_city_aggregate,1.5851818,-0.020594699999999966
month,2017-02-03 00:00:00,1.5852964,,historical_city_aggregate,1.5645871,0.02070930000000004
month,2017-02-06 00:00:00,1.6117851,,historical_city_aggregate,1.5852964,0.02648870000000003
month,2017-02-07 00:00:00,1.3684801,,historical_city_aggregate,1.6117851,-0.2433050000000001
month,2017-02-08 00:00:00,1.3565088,,historical_city_aggregate,1.3684801,-0.011971299999999907
month,2017-02-09 00:00:00,1.3395897,,historical_city_aggregate,1.3565088,-0.016919099999999965
month,2017-02-10 00:00:00,1.3386458,,historical_city_aggregate,1.3395897,-0.0009438999999999975
month,2017-02-13 00:00:00,1.4119104,,historical_city_aggregate,1.3386458,0.0732645999999999
month,2017-02-14 00:00:00,1.4092498,,historical_city_aggregate,1.4119104,-0.002660600000000013
month,2017-02-15 00:00:00,1.3987026,,historical_city_aggregate,1.4092498,-0.010547199999999979
month,2017-02-16 00:00:00,1.3860344,,historical_city_aggregate,1.3987026,-0.012668200000000018
month,2017-02-17 00:00:00,1.3868216,,historical_city_aggregate,1.3860344,0.0007871999999999879
month,2017-02-20 00:00:00,1.3748024,,historical_city_aggregate,1.3868216,-0.012019199999999897
month,2017-02-21 00:00:00,1.3950669,,historical_city_aggregate,1.3748024,0.020264499999999908
month,2017-02-22 00:00:00,1.5452329,,historical_city_aggregate,1.3950669,0.15016600000000002
month,2017-02-23 00:00:00,1.3833456,,historical_city_aggregate,1.5452329,-0.16188730000000007
month,2017-02-24 00:00:00,1.316848,,historical_city_aggregate,1.3833456,-0.06649759999999993
month,2017-02-27 00:00:00,1.304974,,historical_city_aggregate,1.316848,-0.01187399999999994
month,2017-02-28 00:00:00,1.2822591,,historical_city_aggregate,1.304974,-0.022714899999999982
month,2017-03-01 00:00:00,1.3273021,,historical_city_aggregate,1.2822591,0.045042999999999944
month,2017-03-02 00:00:00,1.3991583,,historical_city_aggregate,1.3273021,0.07185620000000004
month,2017-03-03 00:00:00,1.3769951,,historical_city_aggregate,1.3991583,-0.02216320000000005
month,2017-03-06 00:00:00,1.6014336,,historical_city_aggregate,1.3769951,0.22443849999999999
month,2017-03-07 00:00:00,1.6111238,,historical_city_aggregate,1.6014336,0.009690200000000093
month,2017-03-08 00:00:00,1.6220861,,historical_city_aggregate,1.6111238,0.01096229999999987
month,2017-03-09 00:00:00,1.6155695,,historical_city_aggregate,1.6220861,-0.0065165999999998725
month,2017-03-10 00:00:00,1.6456759,,historical_city_aggregate,1.6155695,0.030106399999999978
month,2017-03-13 00:00:00,1.5605507,,historical_city_aggregate,1.6456759,-0.08512520000000001
month,2017-03-14 00:00:00,1.3297163,,historical_city_aggregate,1.5605507,-0.2308344
month,2017-03-15 00:00:00,1.3553004,,historical_city_aggregate,1.3297163,0.025584099999999887
month,2017-03-16 00:00:00,1.4133865,,historical_city_aggregate,1.3553004,0.05808610000000014
month,2017-03-17 00:00:00,1.4091791,,historical_city_aggregate,1.4133865,-0.004207400000000083
month,2017-03-20 00:00:00,1.4020776,,historical_city_aggregate,1.4091791,-0.007101500000000094
month,2017-03-21 00:00:00,1.3877102,,historical_city_aggregate,1.4020776,-0.01436740000000003
month,2017-03-22 00:00:00,1.6733387,,historical_city_aggregate,1.3877102,0.28562850000000006
month,2017-03-23 00:00:00,1.6485816,,historical_city_aggregate,1.6733387,-0.024757099999999976
month,2017-03-24 00:00:00,1.7040279,,historical_city_aggregate,1.6485816,0.05544630000000006
month,2017-03-27 00:00:00,1.7078188,,historical_city_aggregate,1.7040279,0.0037909000000000415
month,2017-03-28 00:00:00,1.7512151,,historical_city_aggregate,1.7078188,0.04339629999999994
month,2017-03-29 00:00:00,1.7735669,,historical_city_aggregate,1.7512151,0.022351800000000033
month,2017-03-30 00:00:00,1.7664944,,historical_city_aggregate,1.7735669,-0.007072500000000037
month,2017-03-31 00:00:00,1.8016369,,historical_city_aggregate,1.7664944,0.035142500000000076
month,2017-04-03 00:00:00,1.7370921,,historical_city_aggregate,1.8016369,-0.06454480000000018
month,2017-04-04 00:00:00,1.7423962,,historical_city_aggregate,1.7370921,0.005304100000000034
month,2017-04-05 00:00:00,1.7588321,,historical_city_aggregate,1.7423962,0.01643590000000006
month,2017-04-06 00:00:00,1.7539848,,historical_city_aggregate,1.7588321,-0.004847299999999999
month,2017-04-07 00:00:00,1.7395585,,historical_city_aggregate,1.7539848,-0.014426300000000003
month,2017-04-10 00:00:00,1.1878048,,historical_city_aggregate,1.7395585,-0.5517536999999999
month,2017-04-11 00:00:00,1.1960027,,historical_city_aggregate,1.1878048,0.00819789999999987
month,2017-04-12 00:00:00,1.1763572,,historical_city_aggregate,1.1960027,-0.019645499999999982
month,2017-04-13 00:00:00,1.1706301,,historical_city_aggregate,1.1763572,-0.005727100000000096
month,2017-04-14 00:00:00,1.1490701,,historical_city_aggregate,1.1706301,-0.0215599999999998
month,2017-04-17 00:00:00,1.107801,,historical_city_aggregate,1.1490701,-0.04126910000000006
month,2017-04-18 00:00:00,1.1049156,,historical_city_aggregate,1.107801,-0.002885400000000038
month,2017-04-19 00:00:00,1.6533753,,historical_city_aggregate,1.1049156,0.5484597
month,2017-04-20 00:00:00,1.6610964,,historical_city_aggregate,1.6533753,0.007721099999999925
month,2017-04-21 00:00:00,1.6589879,,historical_city_aggregate,1.6610964,-0.0021084999999998466
month,2017-04-24 00:00:00,1.6584513,,historical_city_aggregate,1.6589879,-0.0005365999999999982
month,2017-04-25 00:00:00,1.2586087,,historical_city_aggregate,1.6584513,-0.39984260000000016
month,2017-04-26 00:00:00,1.2576504,,historical_city_aggregate,1.2586087,-0.0009582999999999675
month,2017-04-27 00:00:00,1.2529442,,historical_city_aggregate,1.2576504,-0.004706199999999994
month,2017-04-28 00:00:00,1.2357507,,historical_city_aggregate,1.2529442,-0.01719349999999986
month,2017-05-01 00:00:00,1.225321,,historical_city_aggregate,1.2357507,-0.010429699999999986
month,2017-05-02 00:00:00,1.1775917,,historical_city_aggregate,1.225321,-0.047729300000000086
month,2017-05-03 00:00:00,1.172938,,historical_city_aggregate,1.1775917,-0.004653699999999983
month,2017-05-04 00:00:00,1.1521598,,historical_city_aggregate,1.172938,-0.02077820000000008
month,2017-05-05 00:00:00,1.1499819,,historical_city_aggregate,1.1521598,-0.002177899999999955
month,2017-05-08 00:00:00,1.1369827,,historical_city_aggregate,1.1499819,-0.0129992000000001
month,2017-05-09 00:00:00,1.1047816,,historical_city_aggregate,1.1369827,-0.03220109999999998
month,2017-05-10 00:00:00,1.104965,,historical_city_aggregate,1.1047816,0.00018340000000005574
month,2017-05-11 00:00:00,1.0924832,,historical_city_aggregate,1.104965,-0.012481799999999987
month,2017-05-12 00:00:00,1.0986697,,historical_city_aggregate,1.0924832,0.006186500000000095
month,2017-05-15 00:00:00,1.1019338,,historical_city_aggregate,1.0986697,0.003264099999999992
month,2017-05-16 00:00:00,1.1012723,,historical_city_aggregate,1.1019338,-0.0006615000000000926
month,2017-05-17 00:00:00,1.1061826,,historical_city_aggregate,1.1012723,0.004910299999999923
month,2017-05-18 00:00:00,1.1065092,,historical_city_aggregate,1.1061826,0.00032660000000017675
month,2017-05-19 00:00:00,1.0974612,,historical_city_aggregate,1.1065092,-0.009048000000000167
month,2017-05-22 00:00:00,1.107286,,historical_city_aggregate,1.0974612,0.009824800000000078
month,2017-05-23 00:00:00,1.1100434,,historical_city_aggregate,1.107286,0.00275739999999991
month,2017-05-24 00:00:00,1.1404019,,historical_city_aggregate,1.1100434,0.030358500000000177
month,2017-05-25 00:00:00,1.1488729,,historical_city_aggregate,1.1404019,0.008470999999999895
month,2017-05-26 00:00:00,1.1449572,,historical_city_aggregate,1.1488729,-0.0039157000000000775
month,2017-05-29 00:00:00,1.1667589,,historical_city_aggregate,1.1449572,0.021801700000000146
month,2017-05-30 00:00:00,1.1647972,,historical_city_aggregate,1.1667589,-0.001961700000000066
month,2017-05-31 00:00:00,1.1691097,,historical_city_aggregate,1.1647972,0.004312499999999941
month,2017-06-01 00:00:00,1.1624179,,historical_city_aggregate,1.1691097,-0.0066918000000000255
month,2017-06-02 00:00:00,1.1495003,,historical_city_aggregate,1.1624179,-0.012917599999999974
month,2017-06-05 00:00:00,1.1394522,,historical_city_aggregate,1.1495003,-0.010048099999999893
month,2017-06-06 00:00:00,1.188278,,historical_city_aggregate,1.1394522,0.04882579999999992
month,2017-06-07 00:00:00,1.1900458,,historical_city_aggregate,1.188278,0.001767800000000097
month,2017-06-08 00:00:00,1.3299701,,historical_city_aggregate,1.1900458,0.1399242999999999
month,2017-06-09 00:00:00,1.322973,,historical_city_aggregate,1.3299701,-0.006997099999999978
month,2017-06-12 00:00:00,1.3649324,,historical_city_aggregate,1.322973,0.04195940000000009
month,2017-06-13 00:00:00,1.375154,,historical_city_aggregate,1.3649324,0.010221599999999942
month,2017-06-14 00:00:00,1.7294337,,historical_city_aggregate,1.375154,0.3542797
month,2017-06-15 00:00:00,1.7339664,,historical_city_aggregate,1.7294337,0.004532699999999945
month,2017-06-16 00:00:00,1.7260147,,historical_city_aggregate,1.7339664,-0.007951700000000006
month,2017-06-19 00:00:00,1.7819173,,historical_city_aggregate,1.7260147,0.055902600000000024
month,2017-06-20 00:00:00,1.2579813,,historical_city_aggregate,1.7819173,-0.523936
month,2017-06-21 00:00:00,1.2445329,,historical_city_aggregate,1.2579813,-0.013448399999999916
month,2017-06-22 00:00:00,1.247164,,historical_city_aggregate,1.2445329,0.0026310999999998863
month,2017-06-23 00:00:00,1.2321055,,historical_city_aggregate,1.247164,-0.015058499999999864
month,2017-06-26 00:00:00,1.2281732,,historical_city_aggregate,1.2321055,-0.0039323
month,2017-06-27 00:00:00,1.2326117,,historical_city_aggregate,1.2281732,0.004438500000000012
month,2017-06-28 00:00:00,1.2421163,,historical_city_aggregate,1.2326117,0.009504599999999863
month,2017-06-29 00:00:00,1.3483065,,historical_city_aggregate,1.2421163,0.10619020000000012
month,2017-06-30 00:00:00,1.2351714,,historical_city_aggregate,1.3483065,-0.11313510000000004
month,2017-07-03 00:00:00,1.2715542,,historical_city_aggregate,1.2351714,0.03638279999999994
month,2017-07-04 00:00:00,1.1709293,,historical_city_aggregate,1.2715542,-0.1006248999999999
month,2017-07-05 00:00:00,1.1762618,,historical_city_aggregate,1.1709293,0.005332499999999962
month,2017-07-06 00:00:00,1.1717641,,historical_city_aggregate,1.1762618,-0.004497699999999938
month,2017-07-07 00:00:00,1.1015825,,historical_city_aggregate,1.1717641,-0.07018160000000018
month,2017-07-10 00:00:00,1.1083084,,historical_city_aggregate,1.1015825,0.006725900000000173
month,2017-07-11 00:00:00,1.1170046,,historical_city_aggregate,1.1083084,0.008696199999999932
month,2017-07-12 00:00:00,1.1114681,,historical_city_aggregate,1.1170046,-0.005536500000000055
month,2017-07-13 00:00:00,1.1286606,,historical_city_aggregate,1.1114681,0.017192499999999944
month,2017-07-14 00:00:00,1.1554446,,historical_city_aggregate,1.1286606,0.02678400000000014
month,2017-07-17 00:00:00,1.152511,,historical_city_aggregate,1.1554446,-0.0029335999999999807
month,2017-07-18 00:00:00,1.1340163,,historical_city_aggregate,1.152511,-0.018494699999999975
month,2017-07-19 00:00:00,1.1305604,,historical_city_aggregate,1.1340163,-0.0034559000000000673
month,2017-07-20 00:00:00,1.1345568,,historical_city_aggregate,1.1305604,0.0039963999999999
month,2017-07-21 00:00:00,1.1161917,,historical_city_aggregate,1.1345568,-0.018365100000000023
month,2017-07-24 00:00:00,1.1562947,,historical_city_aggregate,1.1161917,0.040103
month,2017-07-25 00:00:00,1.1517246,,historical_city_aggregate,1.1562947,-0.004570099999999799
month,2017-07-26 00:00:00,1.1715248,,historical_city_aggregate,1.1517246,0.019800199999999935
month,2017-07-27 00:00:00,1.1790691,,historical_city_aggregate,1.1715248,0.007544299999999948
month,2017-07-28 00:00:00,1.1896559,,historical_city_aggregate,1.1790691,0.010586800000000007
month,2017-07-31 00:00:00,1.1889767,,historical_city_aggregate,1.1896559,-0.0006791999999999909
month,2017-08-01 00:00:00,1.1744556,,historical_city_aggregate,1.1889767,-0.014521100000000065
month,2017-08-02 00:00:00,1.2002961,,historical_city_aggregate,1.1744556,0.025840500000000155
month,2017-08-03 00:00:00,1.2090111,,historical_city_aggregate,1.2002961,0.008714999999999806
month,2017-08-04 00:00:00,1.2071328,,historical_city_aggregate,1.2090111,-0.0018782999999999994
month,2017-08-07 00:00:00,1.2937475,,historical_city_aggregate,1.2071328,0.08661470000000016
